id,q_id,q_content,a_score,a_id,match,a_content,a_publish_date
55,2,晋城凤兰学校为何高中招生资格被停,9.321236,6662,0,这颗行星一度被NASA的科学家们误判，在一名高中生的纠错下才重得正名,2020/1/8
56,2,晋城凤兰学校为何高中招生资格被停,9.224881,4180,0,复兴号启动今年内首次集中招标：共采购978辆，资金已落实,2019/9/23
57,2,晋城凤兰学校为何高中招生资格被停,9.178467,2323,0,湖南两位博士官员被指论文涉抄袭 导师：等学校核实结果,2019/7/5
58,2,晋城凤兰学校为何高中招生资格被停,9.178467,16024,0,近日，被同学“匿名检举”带手机去学校，郑州14岁女生校园内坠楼身亡,2021/4/19
59,2,晋城凤兰学校为何高中招生资格被停,9.153857,395,0,近史上最严自主招生，最高缩减70％：近日，北大、清华等高校相继公布自主招生简章,2019/4/3
60,2,晋城凤兰学校为何高中招生资格被停,9.14884,18169,0,近日，教育部：在基础教育阶段，初高中要有一定比例走出学校劳动，重点让学生体验传统劳动，感受劳动艰辛，形成热爱劳动、尊重劳动成果的观念,2021/8/28
61,2,晋城凤兰学校为何高中招生资格被停,9.0369835,1476,0,芯片人才为何缺口大：成长慢薪资受限，不少毕业生转做软件,2019/5/29
62,2,晋城凤兰学校为何高中招生资格被停,9.0369835,11666,0,《科学》：感染新冠后为何得重症，免疫偏差和失效可能是主因,2020/8/17
63,2,晋城凤兰学校为何高中招生资格被停,9.028765,4865,0,当天下午，51信用卡在港交所临时停牌，停牌前跌幅为34.69%，报1.77港元,2019/10/22
64,2,晋城凤兰学校为何高中招生资格被停,8.885744,6424,0,兰州兽研所附近多名居民称检出布病阳性，有一家三人“中招”,2019/12/28
65,3,上交所披露了哪些科创板受理企业,45.65623,12256,1,9月11日，京东数科科创板上市新进展：上交所已受理,2020/9/12
66,3,上交所披露了哪些科创板受理企业,40.588863,184,1,上交所披露9家科创板受理企业，分别为晶晨半导体、睿创微纳、天奈科技、江苏北人、利元亨、宁波容百、和舰芯片、安瀚科技，武汉科前生物,2019/3/23
67,3,上交所披露了哪些科创板受理企业,39.358128,1957,0,上交所：科创板欢迎社会监督，不欢迎不实言论,2019/6/21
68,3,上交所披露了哪些科创板受理企业,36.41007,1983,0,上交所启动科创板上市保荐业务现场督导：首次督导涉两家机构,2019/6/22
69,3,上交所披露了哪些科创板受理企业,36.3104,2344,0,上交所：7月22日举行科创板首批公司上市仪式，首批25家企业总集资额311亿,2019/7/6
70,3,上交所披露了哪些科创板受理企业,35.89562,2188,0,上交所副总经理：这几天科创板开户比较猛，已超过320万户，科创板交易机制设计还有待完善,2019/6/30
71,3,上交所披露了哪些科创板受理企业,33.87287,13326,0,11月3日，上交所：暂缓蚂蚁集团科创板上市，金融科技监管环境发生变化,2020/11/4
72,3,上交所披露了哪些科创板受理企业,32.967793,2425,0,7月8日，上交所依法终止对木瓜移动的科创板发行上市审核，是目前唯一一家状态为终止的科创板申请企业,2019/7/9
73,3,上交所披露了哪些科创板受理企业,32.786503,11873,0,8月25日，蚂蚁集团科创板上市申请获上交所受理：上半年营收725亿，拟发30亿股新股,2020/8/26
74,3,上交所披露了哪些科创板受理企业,32.26591,2515,0,上交所：目前科创板发行与交易各技术系统已准备就绪,2019/7/13
75,3,上交所披露了哪些科创板受理企业,31.158789,2515,0,7月13日和下周六7月20日，上交所将开展科创板交易业务预通关测试和通关测试,2019/7/13
76,3,上交所披露了哪些科创板受理企业,28.654852,313,1,3月27日，上交所共受理第二批8家企业科创板上市申请，包括华兴源创、微芯生物、特宝生物、二十一世纪空间技术、虹软科技、光峰科技、贝斯达医疗、科大国盾，合计募资约60亿元,2019/3/29
77,3,上交所披露了哪些科创板受理企业,28.54075,5319,0,11月9日，科创板开市已超过100天，上市公司也已增至51家，上交所发布科创板上市公司证券发行上市审核规则征求意见稿,2019/11/10
78,3,上交所披露了哪些科创板受理企业,27.645256,1863,0,成都市对科创板拟上市企业，上市申请被上海证券交易所正式受理的，给予200万元奖励,2019/6/17
79,3,上交所披露了哪些科创板受理企业,26.133316,4405,0,国庆节前一天，传音控股正式在上交所科创板敲钟上市，发行价为35.15元/股，开盘价报53元/股，较发行价上涨50.78%,2019/10/2
80,3,上交所披露了哪些科创板受理企业,24.703138,1795,0,上交所理事长：司法部门将提升信息披露造假的法律责任和诉讼机制,2019/6/14
81,3,上交所披露了哪些科创板受理企业,23.477726,17157,1,6月28日晚间，国产CPU龙芯中科科创板IPO申请获受理：募资35亿,2021/6/30
82,3,上交所披露了哪些科创板受理企业,22.041525,13761,0,上交所发信息披露分类监管：不得利用市场热点进行概念炒作等,2020/11/25
83,3,上交所披露了哪些科创板受理企业,21.640137,2226,1,科创板在6月的30天：6月13日正式开板，方邦电子等31家过会并提交注册，新受理28家,2019/7/1
84,3,上交所披露了哪些科创板受理企业,21.119879,4334,0,上交所：2020年将实现交易系统的全可视化运营,2019/9/29
85,3,上交所披露了哪些科创板受理企业,20.847027,4291,0,辽宁多维度支持企业上市：在科创板首发上市补助1500万元,2019/9/27
86,3,上交所披露了哪些科创板受理企业,20.628784,9980,1,6月2日，人工智能芯片公司寒武纪科创板上市获上证所通过,2020/6/3
87,3,上交所披露了哪些科创板受理企业,20.456648,2785,0,宁波市科技局：成立50亿元基金，推动优质企业科创板上市,2019/7/25
88,3,上交所披露了哪些科创板受理企业,20.456648,3024,0,上海浦东：电竞相关企业上主板或科创板，最高给500万扶持,2019/8/4
89,3,上交所披露了哪些科创板受理企业,20.313808,7254,0,上交所：支持上市公司做好疫情防控信披，免收湖北公司年费,2020/2/3
90,3,上交所披露了哪些科创板受理企业,20.283062,12108,0,9月4日晚间，上交所、深交所双双发布公募REITs业务相关配套文件的公开征求意见稿，用以规范交易所基础设施基金份额发售、上市、交易、收购、信息披露、退市等行为,2020/9/6
91,3,上交所披露了哪些科创板受理企业,20.087482,17410,0,（续前）研究在全证券市场稳步实施以信息披露为核心的注册制，在科创板引入做市商制度,2021/7/16
92,3,上交所披露了哪些科创板受理企业,19.98085,1787,0,6月13日上海，刘鹤、李强、易会满、应勇共同为科创板开板，中国资本市场迎来历史性时刻，未来两个月内将看到首批企业在科创板上市交易,2019/6/14
93,3,上交所披露了哪些科创板受理企业,19.933414,1784,0,沪伦通即将启动，上交所宣布首批两家跨境转换机构获得备案,2019/6/14
94,3,上交所披露了哪些科创板受理企业,19.816364,2480,0,青云QingCloud正积极筹备科创板上市申报,2019/7/12
95,3,上交所披露了哪些科创板受理企业,19.804447,699,0,天涯社区终止新三板挂牌，或将备战科创板,2019/4/19
96,3,上交所披露了哪些科创板受理企业,19.718168,1863,0,对在科创板首发上市的企业，一次性给予800万元奖励,2019/6/17
97,4,近年来全国铁路实施新的列车运行图效果如何,55.31181,16861,0,全国铁路6月25日实行新的列车运行图,2021/6/11
98,4,近年来全国铁路实施新的列车运行图效果如何,42.08467,17071,1,6月25日起，全国铁路将实施今年第三季度列车运行图，复兴号将实现31省份全覆盖,2021/6/25
99,4,近年来全国铁路实施新的列车运行图效果如何,40.21152,12838,1,全国铁路10月11日起实施第四季度列车运行图，客货运输能力将进一步提升,2020/10/11
100,4,近年来全国铁路实施新的列车运行图效果如何,38.569233,2449,1,7月10日起，全国铁路将实施新的列车运行图，69对旅客列车经停车站得到优化调整，内地与香港联通的高铁车站将增至58个，霸座等行为成为铁路警方重点整治对象,2019/7/10
101,4,近年来全国铁路实施新的列车运行图效果如何,38.11068,185,1,2019年4月10日0时起，全国铁路将实施新的列车运行图，北京至青岛、北京至兰州、兰州至成都等动车组列车运行时间将进一步缩短，青岛进入北京3小时交通圈,2019/3/23
102,4,近年来全国铁路实施新的列车运行图效果如何,34.55689,10473,1,全国铁路7月1日起实施新图，多条新线相继开通,2020/6/24
103,4,近年来全国铁路实施新的列车运行图效果如何,32.083843,14241,1,全国铁路明年1月20日起调图，增开旅客列车325列,2020/12/22
104,4,近年来全国铁路实施新的列车运行图效果如何,31.436243,1723,1,全国铁路7月10日起实施新运行图：新投用一批复兴号动车组，内地联通香港的高铁车站增至58个，南宁至广州、南宁至昆明和兰新高铁哈密至乌鲁木齐等区段运行时间大幅压缩,2019/6/11
105,4,近年来全国铁路实施新的列车运行图效果如何,25.616047,15665,1,全国铁路4月10日零时起实行新图，部分城市间旅行时间大幅压缩,2021/3/27
106,4,近年来全国铁路实施新的列车运行图效果如何,25.475605,17781,0,近年来，我国高温强降水等极端事件增多增强,2021/8/5
107,4,近年来全国铁路实施新的列车运行图效果如何,24.628365,6302,0,借用比特币矿机盗电，成为近年来新型的窃电犯罪手段,2019/12/23
108,4,近年来全国铁路实施新的列车运行图效果如何,23.928566,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
109,4,近年来全国铁路实施新的列车运行图效果如何,23.037756,4603,1,全国铁路11日零时起调图，12省份“市市通高铁”时间表出炉,2019/10/11
110,4,近年来全国铁路实施新的列车运行图效果如何,22.445076,14645,0,前日，中疾控主任高福：石家庄这次疫情溯源是近年来最艰难的一次,2021/1/19
111,4,近年来全国铁路实施新的列车运行图效果如何,22.136234,3467,0,近年来，德国、法国、荷兰、挪威、英国、印度等国家相继提出禁售燃油汽车时间表,2019/8/23
112,4,近年来全国铁路实施新的列车运行图效果如何,20.29434,10527,0,6月25日，端午小长假第一天，全国铁路预计发送旅客760万人次，铁路部门增加运力投放，加开旅客列车384列，共开行旅客列车7345列,2020/6/26
113,4,近年来全国铁路实施新的列车运行图效果如何,19.607838,10036,0,近日，一篇 Science 社论文章梳理了近年来 AI 各子领域的进展，发现看似红红火火的领域实际上毫无进展,2020/6/5
114,4,近年来全国铁路实施新的列车运行图效果如何,18.943613,16886,0,当地时间6月11日，普京见拜登前接受美媒专访：俄美关系正处于近年来最低点,2021/6/13
115,4,近年来全国铁路实施新的列车运行图效果如何,18.921412,16366,0,英国铁路运营商8日检查日本高速列车生产商日立制作所生产的多列列车时发现部分底盘出现裂缝，因此暂停相关列车运行，国铁路交通因此受到严重影响,2021/5/11
116,4,近年来全国铁路实施新的列车运行图效果如何,18.209335,2666,0,国家铁路集团：二季度全国铁路累计完成货运量10.52亿吨，同比增8%,2019/7/20
117,4,近年来全国铁路实施新的列车运行图效果如何,18.18901,12162,0,世界运行速度最高检测列车首次试跑江苏连淮扬镇铁路扬州段,2020/9/8
118,4,近年来全国铁路实施新的列车运行图效果如何,18.182423,7779,0,全国铁路已开行务工专列115列，包车厢458辆次,2020/2/28
119,4,近年来全国铁路实施新的列车运行图效果如何,17.488464,7741,0,2月25日，交通部：全国铁路在建重点项目复工率达38.9%,2020/2/26
120,4,近年来全国铁路实施新的列车运行图效果如何,16.845528,10081,0,全国铁路客运量快速回升：5月份发送旅客1.57亿人次,2020/6/7
121,4,近年来全国铁路实施新的列车运行图效果如何,15.531482,3859,0,近日，鲁南高铁与京沪高铁实现互联互通，预计11月底投入运营，正式进入全国铁路网的“大家庭”,2019/9/9
122,4,近年来全国铁路实施新的列车运行图效果如何,15.472362,3196,0,中使馆提醒中国公民谨慎办理菲律宾“落地签”：近年来，菲当地网络博彩公司泛滥，大量非法雇佣中国公民赴菲从事相关工作，引发各类涉中国公民案件,2019/8/12
123,4,近年来全国铁路实施新的列车运行图效果如何,15.472362,10211,0,近日，美国媒体报道称美剧《老友记》联合制片人考夫曼为当年未能考虑种族多样化致歉，《老友记》近年来因全白人演员阵容饱受批评,2020/6/12
124,4,近年来全国铁路实施新的列车运行图效果如何,15.363066,17184,0,6月30日，微软公司负责用户安全的副总裁伯特披露，美国联邦执法部门近年来向微软公司签发了约2400至3500份“保密令”，以秘密获取微软用户数据,2021/7/2
125,4,近年来全国铁路实施新的列车运行图效果如何,14.851683,9003,0,中午12时，首趟检测列车从上海站发出驶向南通，对该条线路进行综合检测，通沪铁路开通运行进入倒计时,2020/4/21
126,4,近年来全国铁路实施新的列车运行图效果如何,14.833687,1881,0,6月17日，屠呦呦团队针对近年来青蒿素出现的“抗药性”难题和以及治疗红斑狼疮临床试验结果，在各方面取得新进展和新突破，并提出切实可行治疗方案，获得世界卫生组织和国内外权威专家的高度认可,2019/6/18
127,4,近年来全国铁路实施新的列车运行图效果如何,14.668846,17519,0,多条经郑州铁路受影响，铁路向受暴雨影响在途列车提供餐食,2021/7/22
128,4,近年来全国铁路实施新的列车运行图效果如何,14.320348,15086,0,近年来，民政部门持续开展打击非法社会组织工作，为提醒社会公众谨防上当受骗，民政部公布2021年第一批涉嫌非法社会组织名单，名单包括为人熟知的中国志愿者协会等,2021/2/19
129,5,特斯拉如何调整电动汽车售价,32.40407,190,1,特斯拉已调整电动汽车售价：调整之后，5款16个版本中，8个版本的售价有上调，最高上调5000美元，另外仅8个版本的售价未变动,2019/3/23
130,5,特斯拉如何调整电动汽车售价,26.337925,5958,0,特斯拉已取代比亚迪，成全球最大电动汽车制造商,2019/12/8
131,5,特斯拉如何调整电动汽车售价,25.074528,42,0,据外媒报道，在美国电动汽车制造商特斯拉做出必要调整后，中国海关解除了对特斯拉Model 3的暂停放行措施,2019/3/15
132,5,特斯拉如何调整电动汽车售价,23.80383,14902,0,2024年推出电动汽车,2021/2/4
133,5,特斯拉如何调整电动汽车售价,22.158478,443,0,丰田无偿开放23740项电动汽车专利,2019/4/5
134,5,特斯拉如何调整电动汽车售价,21.7747,5477,0,计划生产75款电动汽车和60款混合动力汽车,2019/11/17
135,5,特斯拉如何调整电动汽车售价,21.361332,10108,0,电动汽车制造商特斯拉将为马斯克旗下的隧道挖掘公司“无聊公司”（Boring Company）生产12辆电动巴士，每辆电动巴士可容纳至少12人及其行李,2020/6/8
136,5,特斯拉如何调整电动汽车售价,20.789293,661,0,4月16日消息，据路透社报道，丰田汽车已同意向奇点汽车出售电动汽车技术，这是该公司与中国电动汽车初创企业达成的首笔交易,2019/4/17
137,5,特斯拉如何调整电动汽车售价,20.288647,10041,0,日本电产将在中国新建电动汽车驱动马达研发基地,2020/6/5
138,5,特斯拉如何调整电动汽车售价,20.288647,3941,0,环保组织呼吁停产SUV车型，优先考虑小型电动汽车,2019/9/12
139,5,特斯拉如何调整电动汽车售价,19.691341,9586,0,宁德时代与特斯拉开发新电池：160万公里终生续航有望中国首发，且让电动汽车成本与燃油车持平或是更低,2020/5/16
140,5,特斯拉如何调整电动汽车售价,19.467276,4670,0,“局外人”戴森发出警告信号，电动汽车泡沫要破裂,2019/10/13
141,5,特斯拉如何调整电动汽车售价,19.081036,2398,0,欧盟计划投资1000亿欧元打造本土电池产业，为电动汽车提供动力,2019/7/8
142,5,特斯拉如何调整电动汽车售价,18.801699,17102,0,国家市场监管总局26日公告：特斯拉28.6万辆车被主动召回，涉及部分进口和国产Model 3、国产Model Y 电动汽车,2021/6/27
143,5,特斯拉如何调整电动汽车售价,18.709826,2802,0,国家能源局：我国已建成全球最大规模电动汽车充电设施网络,2019/7/26
144,5,特斯拉如何调整电动汽车售价,18.709826,15196,0,上海：计划到2025年，个人新增购车中纯电动汽车占比过半,2021/2/26
145,5,特斯拉如何调整电动汽车售价,18.352781,4122,0,大众电动汽车开发平台MEB明年进中国，要推不少于十款新车,2019/9/20
146,5,特斯拉如何调整电动汽车售价,18.352781,15728,0,小米智能电动汽车业务立项，十年投100亿美元，雷军掌舵,2021/3/31
147,5,特斯拉如何调整电动汽车售价,18.35119,5477,0,大众集团：到2024年，该公司将投资600亿欧元开发电动汽车、混合动力汽车以及数字技术,2019/11/17
148,5,特斯拉如何调整电动汽车售价,18.35119,15661,0,3月26日，据路透社报道，小米正在和长城汽车谈判使用其工厂生产电动汽车,2021/3/27
149,5,特斯拉如何调整电动汽车售价,18.34209,5692,0,菲亚特克莱斯勒正在与至少两家陷入困境的电动汽车创业公司商谈——法拉第未来和Seres，以利用他们的技术来制造菲亚特克莱斯勒电动汽车,2019/11/27
150,5,特斯拉如何调整电动汽车售价,18.251957,365,0,3月31日消息，据外媒报道，苹果聘请了特斯拉工程副总裁Michael Schwekutsch，负责动力系统，苹果可能要重启电动汽车的开发,2019/4/1
151,5,特斯拉如何调整电动汽车售价,18.00911,4154,0,戴姆勒将停止开发下一代内燃机，转而专注于电动汽车,2019/9/21
152,5,特斯拉如何调整电动汽车售价,17.794819,5940,0,当地时间12月5日，通用汽车与LG共建电动汽车电池厂：投23亿美元，选址美国,2019/12/7
153,5,特斯拉如何调整电动汽车售价,17.582909,7902,0,大众汽车CEO改口了：电动化目标从超越特斯拉改为尽量追赶,2020/3/4
154,5,特斯拉如何调整电动汽车售价,16.580652,15612,0,外媒报道称，中国电动汽车三巨头蔚来汽车（NIO.N）、理想汽车（LI.O）和小鹏汽车（XPEV.N）已雇佣投行筹备香港上市事宜,2021/3/23
155,5,特斯拉如何调整电动汽车售价,16.34081,14776,0,当地时间1月26日，欧盟批准特斯拉和宝马等公司分得35亿美元电池项目补贴，这将有效帮助欧盟生产更多电动汽车并提高其在全球市场竞争中的地位,2021/1/27
156,5,特斯拉如何调整电动汽车售价,15.985,5079,0,近日，工信部发布第27批免购置税新能源车目录：包括纯电动汽车408款，插电式混合动力汽车29款，燃料电池汽车26款,2019/10/31
157,5,特斯拉如何调整电动汽车售价,15.067215,13391,0,重庆理想汽车：召回生产日期在2019年11月14日至2020年6月1日的理想ONE电动汽车，共计10469辆，极端情况存事故风险,2020/11/7
158,5,特斯拉如何调整电动汽车售价,14.773553,14902,0,2月3日，韩国《东亚日报》：苹果公司将向韩国起亚汽车公司投资4万亿韩元（约36亿美元），作为与韩国汽车制造商合作生产电动汽车的一部分,2021/2/4
159,5,特斯拉如何调整电动汽车售价,14.704788,13079,0,国内生产规模最大的纯电动汽车工厂，上汽大众MEB工厂将于今年正式投产，采用上千台机器人,2020/10/21
160,5,特斯拉如何调整电动汽车售价,14.268456,16274,0,根据福布斯实时富豪榜，电动汽车电池制造商宁德时代的董事局主席曾毓群以身家345亿美元超过李嘉诚跻身香港首富,2021/5/5
161,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,60.353138,191,1,长安汽车发布公告，在南京签订协议，与苏宁投资、中国一汽、东风汽车、腾讯从新出行、世嘉利、阿里创投、无锡飞叶、荣巽、南京恒创、南京领行共同投资设立南京领行股权投资合伙企业（有限合伙），拟投资新能源车出行,2019/3/23
162,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,41.35031,438,1,由长安、一汽、东风三大汽车央企联合腾讯、阿里、苏宁等互联网巨头共同设立的私募股权公司南京领行股权投资管理有限公司已于4月2日成立，该基金以投资新能源汽车为主的共享出行产业,2019/4/5
163,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,24.088213,2832,0,日本软银集团7月26日宣布，将与美国苹果公司等十余家公司共同投入1080亿美元设立新的投资基金，对人工智能等领域的先进初创企业进行投资,2019/7/27
164,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,24.0817,12629,0,华为哈勃入股南京芯视界微电子：今年投资的第9家企业,2020/9/29
165,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,20.133183,11042,0,7月20日，化工巨头巴斯夫投资一家智能养猪初创企业，还要加大在华投资,2020/7/21
166,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,20.06929,11277,0,99.1%的外资企业表示将继续在华投资经营,2020/7/31
167,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,19.22252,12541,0,希望美方为企业投资提供公平、稳定、可预期营商环境,2020/9/25
168,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,18.825378,3924,0,浙江确保2021年猪肉自给率达到70%，企业投资意愿强烈,2019/9/12
169,6,长安汽车跟哪些企业共同投资设立了南京领行股权投资合伙企业,18.444311,14092,0,外商投资企业不再按中外合资、中外合作等分类,2020/12/12
